>GEOMETRY   rect_prism; AX,AY,AZ= 0.5862 0.5862 0.5862
     2552 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -0.14155 -0.05320 -0.03510 = lattice offset x0(1-3) = (x_TF, y_TF, z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
     1  1  1  1 1 1 1
     2  1  1  2 1 1 1
     3  1  1  3 1 1 1
     4  1  1  4 1 1 1
     5  1  1  5 1 1 1
     6  1  1  6 1 1 1
     7  1  1  7 1 1 1
     8  1  1  8 1 1 1
     9  1  2  1 1 1 1
     10  1  2  2 1 1 1
     11  1  2  3 1 1 1
     12  1  2  4 1 1 1
     13  1  2  5 1 1 1
     14  1  2  6 1 1 1
     15  1  2  7 1 1 1
     16  1  2  8 1 1 1
     17  1  3  1 1 1 1
     18  1  3  2 1 1 1
     19  1  3  3 1 1 1
     20  1  3  4 1 1 1
     21  1  3  5 1 1 1
     22  1  3  6 1 1 1
     23  1  3  7 1 1 1
     24  1  3  8 1 1 1
     25  1  4  1 1 1 1
     26  1  4  2 1 1 1
     27  1  4  3 1 1 1
     28  1  4  4 1 1 1
     29  1  4  5 1 1 1
     30  1  4  6 1 1 1
     31  1  4  7 1 1 1
     32  1  4  8 1 1 1
     33  1  5  1 1 1 1
     34  1  5  2 1 1 1
     35  1  5  3 1 1 1
     36  1  5  4 1 1 1
     37  1  5  5 1 1 1
     38  1  5  6 1 1 1
     39  1  5  7 1 1 1
     40  1  5  8 1 1 1
     41  1  6  1 1 1 1
     42  1  6  2 1 1 1
     43  1  6  3 1 1 1
     44  1  6  4 1 1 1
     45  1  6  5 1 1 1
     46  1  6  6 1 1 1
     47  1  6  7 1 1 1
     48  1  6  8 1 1 1
     49  1  7  1 1 1 1
     50  1  7  2 1 1 1
     51  1  7  3 1 1 1
     52  1  7  4 1 1 1
     53  1  7  5 1 1 1
     54  1  7  6 1 1 1
     55  1  7  7 1 1 1
     56  1  7  8 1 1 1
     57  1  8  1 1 1 1
     58  1  8  2 1 1 1
     59  1  8  3 1 1 1
     60  1  8  4 1 1 1
     61  1  8  5 1 1 1
     62  1  8  6 1 1 1
     63  1  8  7 1 1 1
     64  1  8  8 1 1 1
     65  1  9  1 1 1 1
     66  1  9  2 1 1 1
     67  1  9  3 1 1 1
     68  1  9  4 1 1 1
     69  1  9  5 1 1 1
     70  1  9  6 1 1 1
     71  1  9  7 1 1 1
     72  1  9  8 1 1 1
     73  1  10  1 1 1 1
     74  1  10  2 1 1 1
     75  1  10  3 1 1 1
     76  1  10  4 1 1 1
     77  1  10  5 1 1 1
     78  1  10  6 1 1 1
     79  1  10  7 1 1 1
     80  1  10  8 1 1 1
     81  1  11  1 1 1 1
     82  1  11  2 1 1 1
     83  1  11  3 1 1 1
     84  1  11  4 1 1 1
     85  1  11  5 1 1 1
     86  1  11  6 1 1 1
     87  1  11  7 1 1 1
     88  1  11  8 1 1 1
     89  2  1  1 1 1 1
     90  2  1  2 1 1 1
     91  2  1  3 1 1 1
     92  2  1  4 1 1 1
     93  2  1  5 1 1 1
     94  2  1  6 1 1 1
     95  2  1  7 1 1 1
     96  2  1  8 1 1 1
     97  2  2  1 1 1 1
     98  2  2  2 1 1 1
     99  2  2  3 1 1 1
     100  2  2  4 1 1 1
     101  2  2  5 1 1 1
     102  2  2  6 1 1 1
     103  2  2  7 1 1 1
     104  2  2  8 1 1 1
     105  2  3  1 1 1 1
     106  2  3  2 1 1 1
     107  2  3  3 1 1 1
     108  2  3  4 1 1 1
     109  2  3  5 1 1 1
     110  2  3  6 1 1 1
     111  2  3  7 1 1 1
     112  2  3  8 1 1 1
     113  2  4  1 1 1 1
     114  2  4  2 1 1 1
     115  2  4  3 1 1 1
     116  2  4  4 1 1 1
     117  2  4  5 1 1 1
     118  2  4  6 1 1 1
     119  2  4  7 1 1 1
     120  2  4  8 1 1 1
     121  2  5  1 1 1 1
     122  2  5  2 1 1 1
     123  2  5  3 1 1 1
     124  2  5  4 1 1 1
     125  2  5  5 1 1 1
     126  2  5  6 1 1 1
     127  2  5  7 1 1 1
     128  2  5  8 1 1 1
     129  2  6  1 1 1 1
     130  2  6  2 1 1 1
     131  2  6  3 1 1 1
     132  2  6  4 1 1 1
     133  2  6  5 1 1 1
     134  2  6  6 1 1 1
     135  2  6  7 1 1 1
     136  2  6  8 1 1 1
     137  2  7  1 1 1 1
     138  2  7  2 1 1 1
     139  2  7  3 1 1 1
     140  2  7  4 1 1 1
     141  2  7  5 1 1 1
     142  2  7  6 1 1 1
     143  2  7  7 1 1 1
     144  2  7  8 1 1 1
     145  2  8  1 1 1 1
     146  2  8  2 1 1 1
     147  2  8  3 1 1 1
     148  2  8  4 1 1 1
     149  2  8  5 1 1 1
     150  2  8  6 1 1 1
     151  2  8  7 1 1 1
     152  2  8  8 1 1 1
     153  2  9  1 1 1 1
     154  2  9  2 1 1 1
     155  2  9  3 1 1 1
     156  2  9  4 1 1 1
     157  2  9  5 1 1 1
     158  2  9  6 1 1 1
     159  2  9  7 1 1 1
     160  2  9  8 1 1 1
     161  2  10  1 1 1 1
     162  2  10  2 1 1 1
