>GEOMETRY   rect_prism; AX,AY,AZ= 0.7310 0.7310 0.7310
     252 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -0.03185 -0.17775 -0.00000 = lattice offset x0(1-3) = (x_TF, y_TF, z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
     1  1  1  1 1 1 1
     2  1  2  1 1 1 1
     3  1  3  1 1 1 1
     4  1  4  1 1 1 1
     5  1  5  1 1 1 1
     6  1  6  1 1 1 1
     7  1  7  1 1 1 1
     8  1  8  1 1 1 1
     9  1  9  1 1 1 1
     10  1  10  1 1 1 1
     11  1  11  1 1 1 1
     12  1  12  1 1 1 1
     13  1  13  1 1 1 1
     14  1  14  1 1 1 1
     15  1  15  1 1 1 1
     16  1  16  1 1 1 1
     17  1  17  1 1 1 1
     18  1  18  1 1 1 1
     19  1  19  1 1 1 1
     20  1  20  1 1 1 1
     21  1  21  1 1 1 1
     22  1  22  1 1 1 1
     23  1  23  1 1 1 1
     24  1  24  1 1 1 1
     25  1  25  1 1 1 1
     26  1  26  1 1 1 1
     27  1  27  1 1 1 1
     28  1  28  1 1 1 1
     29  1  29  1 1 1 1
     30  1  30  1 1 1 1
     31  1  31  1 1 1 1
     32  1  32  1 1 1 1
     33  1  33  1 1 1 1
     34  1  34  1 1 1 1
     35  1  35  1 1 1 1
     36  1  36  1 1 1 1
     37  2  1  1 1 1 1
     38  2  2  1 1 1 1
     39  2  3  1 1 1 1
     40  2  4  1 1 1 1
     41  2  5  1 1 1 1
     42  2  6  1 1 1 1
     43  2  7  1 1 1 1
     44  2  8  1 1 1 1
     45  2  9  1 1 1 1
     46  2  10  1 1 1 1
     47  2  11  1 1 1 1
     48  2  12  1 1 1 1
     49  2  13  1 1 1 1
     50  2  14  1 1 1 1
     51  2  15  1 1 1 1
     52  2  16  1 1 1 1
     53  2  17  1 1 1 1
     54  2  18  1 1 1 1
     55  2  19  1 1 1 1
     56  2  20  1 1 1 1
     57  2  21  1 1 1 1
     58  2  22  1 1 1 1
     59  2  23  1 1 1 1
     60  2  24  1 1 1 1
     61  2  25  1 1 1 1
     62  2  26  1 1 1 1
     63  2  27  1 1 1 1
     64  2  28  1 1 1 1
     65  2  29  1 1 1 1
     66  2  30  1 1 1 1
     67  2  31  1 1 1 1
     68  2  32  1 1 1 1
     69  2  33  1 1 1 1
     70  2  34  1 1 1 1
     71  2  35  1 1 1 1
     72  2  36  1 1 1 1
     73  3  1  1 1 1 1
     74  3  2  1 1 1 1
     75  3  3  1 1 1 1
     76  3  4  1 1 1 1
     77  3  5  1 1 1 1
     78  3  6  1 1 1 1
     79  3  7  1 1 1 1
     80  3  8  1 1 1 1
     81  3  9  1 1 1 1
     82  3  10  1 1 1 1
     83  3  11  1 1 1 1
     84  3  12  1 1 1 1
     85  3  13  1 1 1 1
     86  3  14  1 1 1 1
     87  3  15  1 1 1 1
     88  3  16  1 1 1 1
     89  3  17  1 1 1 1
     90  3  18  1 1 1 1
     91  3  19  1 1 1 1
     92  3  20  1 1 1 1
     93  3  21  1 1 1 1
     94  3  22  1 1 1 1
     95  3  23  1 1 1 1
     96  3  24  1 1 1 1
     97  3  25  1 1 1 1
     98  3  26  1 1 1 1
     99  3  27  1 1 1 1
     100  3  28  1 1 1 1
     101  3  29  1 1 1 1
     102  3  30  1 1 1 1
     103  3  31  1 1 1 1
     104  3  32  1 1 1 1
     105  3  33  1 1 1 1
     106  3  34  1 1 1 1
     107  3  35  1 1 1 1
     108  3  36  1 1 1 1
     109  4  1  1 1 1 1
     110  4  2  1 1 1 1
     111  4  3  1 1 1 1
     112  4  4  1 1 1 1
     113  4  5  1 1 1 1
     114  4  6  1 1 1 1
     115  4  7  1 1 1 1
