>GEOMETRY   sphere; AX,AY,AZ= 0.1358 0.1358 0.1358
     919 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -0.00000 -0.00000 -0.00000 = lattice offset x0(1-3) = (x_TF, y_TF, z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
     1  1  7  7 1 1 1
     2  2  4  6 1 1 1
     3  2  4  7 1 1 1
     4  2  4  8 1 1 1
     5  2  5  5 1 1 1
     6  2  5  6 1 1 1
     7  2  5  7 1 1 1
     8  2  5  8 1 1 1
     9  2  5  10 1 1 1
     10  2  6  4 1 1 1
     11  2  6  5 1 1 1
     12  2  6  6 1 1 1
     13  2  6  7 1 1 1
     14  2  6  8 1 1 1
     15  2  6  10 1 1 1
     16  2  6  11 1 1 1
     17  2  7  4 1 1 1
     18  2  7  5 1 1 1
     19  2  7  6 1 1 1
     20  2  7  7 1 1 1
     21  2  7  8 1 1 1
     22  2  7  10 1 1 1
     23  2  7  11 1 1 1
     24  2  8  4 1 1 1
     25  2  8  5 1 1 1
     26  2  8  6 1 1 1
     27  2  8  7 1 1 1
     28  2  8  8 1 1 1
     29  2  8  10 1 1 1
     30  2  8  11 1 1 1
     31  2  10  5 1 1 1
     32  2  10  6 1 1 1
     33  2  10  7 1 1 1
     34  2  10  8 1 1 1
     35  2  10  10 1 1 1
     36  2  11  6 1 1 1
     37  2  11  7 1 1 1
     38  2  11  8 1 1 1
     39  3  3  5 1 1 1
     40  3  3  6 1 1 1
     41  3  3  7 1 1 1
     42  3  3  8 1 1 1
     43  3  3  10 1 1 1
     44  3  4  4 1 1 1
     45  3  4  5 1 1 1
     46  3  4  6 1 1 1
     47  3  4  7 1 1 1
     48  3  4  8 1 1 1
     49  3  4  10 1 1 1
     50  3  4  11 1 1 1
     51  3  5  3 1 1 1
     52  3  5  4 1 1 1
     53  3  5  5 1 1 1
     54  3  5  6 1 1 1
     55  3  5  7 1 1 1
     56  3  5  8 1 1 1
     57  3  5  10 1 1 1
     58  3  5  11 1 1 1
     59  3  5  12 1 1 1
     60  3  6  3 1 1 1
     61  3  6  4 1 1 1
     62  3  6  5 1 1 1
     63  3  6  6 1 1 1
     64  3  6  7 1 1 1
     65  3  6  8 1 1 1
     66  3  6  10 1 1 1
     67  3  6  11 1 1 1
     68  3  6  12 1 1 1
     69  3  7  3 1 1 1
     70  3  7  4 1 1 1
     71  3  7  5 1 1 1
     72  3  7  6 1 1 1
     73  3  7  7 1 1 1
     74  3  7  8 1 1 1
     75  3  7  10 1 1 1
     76  3  7  11 1 1 1
     77  3  7  12 1 1 1
     78  3  8  3 1 1 1
     79  3  8  4 1 1 1
     80  3  8  5 1 1 1
     81  3  8  6 1 1 1
     82  3  8  7 1 1 1
     83  3  8  8 1 1 1
     84  3  8  10 1 1 1
     85  3  8  11 1 1 1
     86  3  8  12 1 1 1
     87  3  10  3 1 1 1
     88  3  10  4 1 1 1
     89  3  10  5 1 1 1
     90  3  10  6 1 1 1
     91  3  10  7 1 1 1
     92  3  10  8 1 1 1
     93  3  10  10 1 1 1
     94  3  10  11 1 1 1
     95  3  10  12 1 1 1
     96  3  11  4 1 1 1
