>GEOMETRY   rect_prism; AX,AY,AZ= 0.6350 0.6350 0.6350
     310 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -0.15375 -0.00000 -0.04940 = lattice offset x0(1-3) = (x_TF, y_TF, z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
     1  1  1  1 1 1 1
     2  1  1  2 1 1 1
     3  1  1  3 1 1 1
     4  1  1  4 1 1 1
     5  1  1  5 1 1 1
     6  1  1  6 1 1 1
     7  1  1  7 1 1 1
     8  1  1  8 1 1 1
     9  1  1  9 1 1 1
     10  1  1  10 1 1 1
     11  2  1  1 1 1 1
     12  2  1  2 1 1 1
     13  2  1  3 1 1 1
     14  2  1  4 1 1 1
     15  2  1  5 1 1 1
     16  2  1  6 1 1 1
     17  2  1  7 1 1 1
     18  2  1  8 1 1 1
     19  2  1  9 1 1 1
     20  2  1  10 1 1 1
     21  3  1  1 1 1 1
     22  3  1  2 1 1 1
     23  3  1  3 1 1 1
     24  3  1  4 1 1 1
     25  3  1  5 1 1 1
     26  3  1  6 1 1 1
     27  3  1  7 1 1 1
     28  3  1  8 1 1 1
     29  3  1  9 1 1 1
     30  3  1  10 1 1 1
     31  4  1  1 1 1 1
     32  4  1  2 1 1 1
     33  4  1  3 1 1 1
     34  4  1  4 1 1 1
     35  4  1  5 1 1 1
     36  4  1  6 1 1 1
     37  4  1  7 1 1 1
     38  4  1  8 1 1 1
     39  4  1  9 1 1 1
     40  4  1  10 1 1 1
     41  5  1  1 1 1 1
     42  5  1  2 1 1 1
     43  5  1  3 1 1 1
     44  5  1  4 1 1 1
     45  5  1  5 1 1 1
     46  5  1  6 1 1 1
     47  5  1  7 1 1 1
     48  5  1  8 1 1 1
     49  5  1  9 1 1 1
     50  5  1  10 1 1 1
     51  6  1  1 1 1 1
     52  6  1  2 1 1 1
     53  6  1  3 1 1 1
     54  6  1  4 1 1 1
     55  6  1  5 1 1 1
     56  6  1  6 1 1 1
     57  6  1  7 1 1 1
     58  6  1  8 1 1 1
     59  6  1  9 1 1 1
     60  6  1  10 1 1 1
     61  7  1  1 1 1 1
     62  7  1  2 1 1 1
     63  7  1  3 1 1 1
     64  7  1  4 1 1 1
     65  7  1  5 1 1 1
     66  7  1  6 1 1 1
     67  7  1  7 1 1 1
     68  7  1  8 1 1 1
     69  7  1  9 1 1 1
     70  7  1  10 1 1 1
     71  8  1  1 1 1 1
     72  8  1  2 1 1 1
     73  8  1  3 1 1 1
     74  8  1  4 1 1 1
     75  8  1  5 1 1 1
     76  8  1  6 1 1 1
     77  8  1  7 1 1 1
     78  8  1  8 1 1 1
     79  8  1  9 1 1 1
     80  8  1  10 1 1 1
     81  9  1  1 1 1 1
     82  9  1  2 1 1 1
     83  9  1  3 1 1 1
     84  9  1  4 1 1 1
     85  9  1  5 1 1 1
     86  9  1  6 1 1 1
     87  9  1  7 1 1 1
     88  9  1  8 1 1 1
     89  9  1  9 1 1 1
     90  9  1  10 1 1 1
     91  10  1  1 1 1 1
     92  10  1  2 1 1 1
     93  10  1  3 1 1 1
     94  10  1  4 1 1 1
     95  10  1  5 1 1 1
     96  10  1  6 1 1 1
     97  10  1  7 1 1 1
     98  10  1  8 1 1 1
     99  10  1  9 1 1 1
     100  10  1  10 1 1 1
     101  11  1  1 1 1 1
     102  11  1  2 1 1 1
     103  11  1  3 1 1 1
     104  11  1  4 1 1 1
     105  11  1  5 1 1 1
     106  11  1  6 1 1 1
     107  11  1  7 1 1 1
     108  11  1  8 1 1 1
     109  11  1  9 1 1 1
     110  11  1  10 1 1 1
     111  12  1  1 1 1 1
     112  12  1  2 1 1 1
     113  12  1  3 1 1 1
     114  12  1  4 1 1 1
     115  12  1  5 1 1 1
     116  12  1  6 1 1 1
     117  12  1  7 1 1 1
     118  12  1  8 1 1 1
     119  12  1  9 1 1 1
     120  12  1  10 1 1 1
     121  13  1  1 1 1 1
     122  13  1  2 1 1 1
     123  13  1  3 1 1 1
     124  13  1  4 1 1 1
     125  13  1  5 1 1 1
     126  13  1  6 1 1 1
     127  13  1  7 1 1 1
     128  13  1  8 1 1 1
     129  13  1  9 1 1 1
     130  13  1  10 1 1 1
     131  14  1  1 1 1 1
     132  14  1  2 1 1 1
     133  14  1  3 1 1 1
     134  14  1  4 1 1 1
     135  14  1  5 1 1 1
     136  14  1  6 1 1 1
     137  14  1  7 1 1 1
     138  14  1  8 1 1 1
     139  14  1  9 1 1 1
     140  14  1  10 1 1 1
     141  15  1  1 1 1 1
     142  15  1  2 1 1 1
     143  15  1  3 1 1 1
     144  15  1  4 1 1 1
     145  15  1  5 1 1 1
     146  15  1  6 1 1 1
     147  15  1  7 1 1 1
     148  15  1  8 1 1 1
     149  15  1  9 1 1 1
     150  15  1  10 1 1 1
     151  16  1  1 1 1 1
     152  16  1  2 1 1 1
     153  16  1  3 1 1 1
     154  16  1  4 1 1 1
     155  16  1  5 1 1 1
     156  16  1  6 1 1 1
     157  16  1  7 1 1 1
     158  16  1  8 1 1 1
     159  16  1  9 1 1 1
     160  16  1  10 1 1 1
     161  17  1  1 1 1 1
     162  17  1  2 1 1 1
