>GEOMETRY   sphere; AX,AY,AZ= 0.2990 0.2990 0.2990
     11509 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -0.00000 -0.00000 -0.00000 = lattice offset x0(1-3) = (x_TF, y_TF, z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
     1  1  15  15 1 1 1
     2  2  10  14 1 1 1
     3  2  10  15 1 1 1
     4  2  10  17 1 1 1
     5  2  11  12 1 1 1
     6  2  11  13 1 1 1
     7  2  11  14 1 1 1
     8  2  11  15 1 1 1
     9  2  11  17 1 1 1
     10  2  11  18 1 1 1
     11  2  11  19 1 1 1
     12  2  12  11 1 1 1
     13  2  12  12 1 1 1
     14  2  12  13 1 1 1
     15  2  12  14 1 1 1
     16  2  12  15 1 1 1
     17  2  12  17 1 1 1
     18  2  12  18 1 1 1
     19  2  12  19 1 1 1
     20  2  12  20 1 1 1
     21  2  13  11 1 1 1
     22  2  13  12 1 1 1
     23  2  13  13 1 1 1
     24  2  13  14 1 1 1
     25  2  13  15 1 1 1
     26  2  13  17 1 1 1
     27  2  13  18 1 1 1
     28  2  13  19 1 1 1
     29  2  13  20 1 1 1
     30  2  14  10 1 1 1
     31  2  14  11 1 1 1
     32  2  14  12 1 1 1
     33  2  14  13 1 1 1
     34  2  14  14 1 1 1
     35  2  14  15 1 1 1
     36  2  14  17 1 1 1
     37  2  14  18 1 1 1
     38  2  14  19 1 1 1
     39  2  14  20 1 1 1
     40  2  14  21 1 1 1
     41  2  15  10 1 1 1
     42  2  15  11 1 1 1
     43  2  15  12 1 1 1
     44  2  15  13 1 1 1
     45  2  15  14 1 1 1
     46  2  15  15 1 1 1
     47  2  15  17 1 1 1
     48  2  15  18 1 1 1
     49  2  15  19 1 1 1
     50  2  15  20 1 1 1
     51  2  15  21 1 1 1
     52  2  17  10 1 1 1
     53  2  17  11 1 1 1
     54  2  17  12 1 1 1
     55  2  17  13 1 1 1
     56  2  17  14 1 1 1
     57  2  17  15 1 1 1
     58  2  17  17 1 1 1
     59  2  17  18 1 1 1
     60  2  17  19 1 1 1
     61  2  17  20 1 1 1
     62  2  17  21 1 1 1
     63  2  18  11 1 1 1
     64  2  18  12 1 1 1
     65  2  18  13 1 1 1
     66  2  18  14 1 1 1
     67  2  18  15 1 1 1
     68  2  18  17 1 1 1
     69  2  18  18 1 1 1
     70  2  18  19 1 1 1
     71  2  18  20 1 1 1
     72  2  19  11 1 1 1
     73  2  19  12 1 1 1
     74  2  19  13 1 1 1
     75  2  19  14 1 1 1
     76  2  19  15 1 1 1
     77  2  19  17 1 1 1
     78  2  19  18 1 1 1
     79  2  19  19 1 1 1
     80  2  19  20 1 1 1
     81  2  20  12 1 1 1
     82  2  20  13 1 1 1
     83  2  20  14 1 1 1
     84  2  20  15 1 1 1
     85  2  20  17 1 1 1
     86  2  20  18 1 1 1
     87  2  20  19 1 1 1
     88  2  21  14 1 1 1
     89  2  21  15 1 1 1
     90  2  21  17 1 1 1
     91  3  8  14 1 1 1
     92  3  8  15 1 1 1
     93  3  8  17 1 1 1
     94  3  9  11 1 1 1
     95  3  9  12 1 1 1
     96  3  9  13 1 1 1
     97  3  9  14 1 1 1
     98  3  9  15 1 1 1
     99  3  9  17 1 1 1
     100  3  9  18 1 1 1
     101  3  9  19 1 1 1
     102  3  9  20 1 1 1
     103  3  10  10 1 1 1
     104  3  10  11 1 1 1
     105  3  10  12 1 1 1
     106  3  10  13 1 1 1
     107  3  10  14 1 1 1
     108  3  10  15 1 1 1
     109  3  10  17 1 1 1
     110  3  10  18 1 1 1
     111  3  10  19 1 1 1
     112  3  10  20 1 1 1
     113  3  10  21 1 1 1
     114  3  11  9 1 1 1
     115  3  11  10 1 1 1
     116  3  11  11 1 1 1
     117  3  11  12 1 1 1
     118  3  11  13 1 1 1
     119  3  11  14 1 1 1
